product_test_dtl_id,test_parameter_name,test_code,standard_value_type,standard_value_from,standard_value_to
140165,MELTING POINT,CAPRYLIC-CAPRIC-ISOST-AT-GENERAL-13642,alphanumeric,32.0°C , 37.0°C
140170,MELTING RANGE,CAPSAICIN-NATURAL-95%-USP-13643,alphanumeric,57° , 66°
140195,OPTICAL ROTATION,CAPTOPRIL-USP-13645,na,NULL,-125°TO -134°
140237,IDENTIFICATION B (PLASH POINT),CARAWAY-OIL-IP-13649,alphanumeric,54.0°, 58.0°
140240,OPTICAL ROTATION,CARAWAY-OIL-IP-13649,alphanumeric,+67.0°, +80.0°
140336,HARDNESS IN KG/CM²,CARBAMAZEPINE-TABLET-(LA-CHEMICO)-IP-13658,alphanumeric,NLT,5.0 KG/CM²
56471,<p>Carbendazim (MBC) Content (% by mass)</p>,CARBENDAZIM-12%-+-MANCOZEB-63%-WP-FSSAI-5380,na,NULL,12  ±5% of the nominal value
140415,HARDNESS,CARBIMAZOLE-TABLET-(KWALITY)-IP-13665,na,NULL,NLT 4.0 KG/CM²
140417,MICROBIAL LIMIT (TVC),CARBIMAZOLE-TABLET-(KWALITY)-IP-13665,na,NULL,NMT 10°CFU/GM
140432,FREEZING POINT,CARBOLIC-ACID-400-GM-(PHENOL)-[2399][U]-IP-13667,na,NULL,NLT 39.5?
140454,HEAVY METALS,CARBOMER-HOMOPOLYMER-TYPE-B-NF-CARBOPOL-974P-USP-13669,alphanumeric,NMT,20 µg/g
140458,LIMIT OF BENZENE,CARBOMER-HOMOPOLYMER-TYPE-B-NF-CARBOPOL-974P-USP-13669,alphanumeric,NMT,2.0 µg/g
140519,BENZENE,CARBOPOL-971-P-USP-13676,alphanumeric,NMT,2.0 µg/g
140608,OPTICAL ROTATION,CARDAMOM-OIL-IP-13685,alphanumeric,+22.0°, +44.0°
140744,OPTICAL ROTATION,CASTOR-OIL-BP-13696,alphanumeric,+3.5°, +6.0°
140732,OPTICAL ROTATION,CASTOR-OIL-IP-13695,alphanumeric,+3.5°, +6.0°
140900,<p>SPECIFIC OPTICAL ROTATION</p>,CEFADROXIL-IP-13713,alphanumeric,+165°, +178°
140951,AVERAGE WEIGHT OF 5 CONTAINERS,CEFADROXIL-ORAL-SUSPENSION-(KWALITY)-IP-13717,na,NULL,5.0 GM ± 10%
141024,<p>SPECIFIC OPTICAL ROTATION</p>,CEFAZOLIN-SODIUM-INJECTION-IP-13723,alphanumeric,-10°, -24°
140996,<p>SPECIFIC OPTICAL ROTATION</p>,CEFAZOLIN-SODIUM-IP-13721,alphanumeric,-10.0°, -24.0°
141067,CEFDINIR,CEFDINIR-GENERAL-13725,alphanumeric,940, 1030 µg/mg (ON ANHYDROUS BASIS)
141045,<p>SPECIFIC OPTICAL ROTATION</p>,CEFDINIR-GENERAL-13725,alphanumeric,-61.0°, -67.0°
141173,DIAMETER,CEFIXIME-DISPERSIBLE-TABLET-(THEON)-GENERAL-13737,na,NULL,9.60 MM ±0.2 MM
141174,THICKNESS,CEFIXIME-DISPERSIBLE-TABLET-(THEON)-GENERAL-13737,na,NULL,4.0°MM ±0.3 MM
141215,AVERAGE FILL WEIGHT,CEFIXIME-ORAL-SUSPENSION-(THEON)-IP-13743,na,NULL,15 GM ± 9%
141216,UNIFORMITY OF AVERAGE FILL WEIGHT,CEFIXIME-ORAL-SUSPENSION-(THEON)-IP-13743,na,NULL,± 9% OF AVERAGE FILL WEIGHT
141249,DIAMETER,CEFIXIME-TABLET-(KWALITY)-USP-13746,na,NULL,10.20 MM ±3%
141258,MICROBIAL TEST (TVC),CEFIXIME-TABLET-(KWALITY)-USP-13746,na,NULL,NMT 10°CFU/GM
141250,THICKNESS,CEFIXIME-TABLET-(KWALITY)-USP-13746,na,NULL,4.91 MM ±3%
141263,DIAMETER,CEFIXIME-TABLET-(THEON)-IP-13747,na,NULL,9.60 MM ±0.2 MM
141264,THICKNESS,CEFIXIME-TABLET-(THEON)-IP-13747,na,NULL,4.30 MM ±0.3 MM
141313,CEFIXIME TRIHYDRATE,CEFIXIME-TRIHYDRATE-USP-13750,alphanumeric,950, 1030 µg/mg (ON ANHDROUS BASIS)
141307,OPTICAL ROTATION,CEFIXIME-TRIHYDRATE-USP-13750,alphanumeric,-75°, -88°
141329,AVERAGE VOLUME OF 10 CONTAINERS,CEFOPERAZONE-&-SULBACTAM-FOR-INJECTION-(KWALITY)-GENERAL-13752,na,NULL,1.095 GM ± 10%
141473,AVERAGE FILLED WEIGHT,CEFOTAXIME-INJECTION-(THEON)-IP-13764,na,NULL,±2.0°OF TARGET FILLED  WEIGHT
141474,UNIFORMITY OF FILLED WEIGHT,CEFOTAXIME-INJECTION-(THEON)-IP-13764,na,NULL,±2.0°OF AVERAGE FILLED  WEIGHT
141594,AVERAGE FILLED WEIGHT,CEFOTAXIME-SODIUM-INJECTION-(THEON)-IP-13772,na,NULL,±2.0°OF TARGET FILLED  WEIGHT
141595,UNIFORMITY OF FILLED WEIGHT,CEFOTAXIME-SODIUM-INJECTION-(THEON)-IP-13772,na,NULL,±2.0°OF AVERAGE FILLED  WEIGHT
141722,CEFPODOXIME PROXETIL,CEFPODOXIME-PROXETIL-IP-13780,alphanumeric,690, 80°µG/MG(ON ANHYDROUS BASIS)
141718,<p>SPECIFIC OPTICAL ROTATION</p>,CEFPODOXIME-PROXETIL-IP-13780,alphanumeric,+35°, +48°
141834,LENGTH,CEFPODOXIME-PROXETIL-TABLET-(THEON)-IP-13790,na,NULL,16.10 MM±0.2MM
141835,THICKNESS,CEFPODOXIME-PROXETIL-TABLET-(THEON)-IP-13790,na,NULL,5.40MM ±0.3 MM
141836,WIDTH,CEFPODOXIME-PROXETIL-TABLET-(THEON)-IP-13790,na,NULL,7.60MM ±0.2 MM
141855,CEFPROZIL,CEFPROZIL-USP-13791,alphanumeric,900, 1050 µg/mg (ON ANHYDROUS BASIS)
141893,AVERAGE WEIGHT OF 10 CONTAINERS,CEFTAZIDIME-FOR-INJECTION-(KWALITY)-IP-13797,na,NULL,1264 MG ± 10%
142050,<p>SPECIFIC OPTICAL ROTATION</p>,CEFTIOFUR-SODIUM-IP-13810,alphanumeric,-60.0°, -70.0°
142083,AVERAGE WEIGHT OF 10 CONTAINERS,CEFTIOFUR-SODIUM-STERILE-POWDER-FOR-INJECTION-1G/VIAL-(KWALITY)-GENERAL-13814,na,NULL,1.055 GM ± 10%
142116,AVERAGE WEIGHT OF 10 CONTAINERS,CEFTIZOXIME-INJECTION-(KWALITY)-IP-13817,na,NULL,2.828 GM ± 10%
142131,CEFTIZOXIME SODIUM,CEFTIZOXIME-SODIUM-USP-13818,alphanumeric,850, 995 µg/mg (ON ANHYDROUS BASIS)
142245,UNIFORMITY OF FILLED WEIGHT,CEFTRIAXONE-INJECTION-1.0-GM-(THEON)-IP-13828,na,NULL,±2% OF AVG. FILLED WEIGHT
142292,CEFTRIAXONE SODIUM,CEFTRIAXONE-SODIUM-(MACLEODS)-USP-13831,alphanumeric,NLT,795 µg/mg (ON ANHYDROUS BASIS)
142305,<p>SPECIFIC OPTICAL ROTATION</p>,CEFTRIAXONE-SODIUM-(SARVE)-IP-13832,alphanumeric,-155.0°, -170.0°
142267,<p>SPECIFIC OPTICAL ROTATION</p>,CEFTRIAXONE-SODIUM-IP-13829,alphanumeric,-155.0°, -170.0°
142289,CEFTRIAXONE SODIUM,CEFTRIAXONE-SODIUM-USP-13830,alphanumeric,NLT,795 µg/mg (ON ANHYDROUS BASIS)
142357,<p>UNIFORMITY OF WEIGHT</p>,CEFUREX-250-TABLET-(RIDLEY)-IP-13836,na,NULL,± 5.0°OF AVG. WT.
142412,UNIFORMITY OF AVERAGE FILL,CEFUROXIME-AXETIL-FOR-ORAL-SUSPENSION-(THEON)-USP-13842,na,NULL,± 9% OF AVERAGE FILL WEIGHT
142467,HARDNESS,CEFUROXIME-AXETIL-TABLET-(KWALITY)-IP-13846,na,NULL,NLT 8.0 KG/CM²
142381,CEFUROXIME AXETIL,CEFUROXIME-AXETIL-USP-13838,alphanumeric,745, 875 µg/g (ON ANHYDROUS BASIS)
142514,<p>SPECIFIC OPTICAL ROTATION</p>,CEPHALEXIN-IP-13854,alphanumeric,+149°, +158?
142726,MELTING POINT (?C),CETODE-500-(ETHOXYLATE)-GENERAL-13875,alphanumeric,NLT,38.0°C
142736,SOLIDITYING POINT,CETOMACROGOL-1000-[CETODET-500]-BP-13876,alphanumeric,45°C , 53°C
142755,MELTING RANGE,CETOSTEARYL-ALCOHOL-(SPB-LABS)-IP-13878,alphanumeric,47°, 56°
142743,MELTING RANGE,CETOSTEARYL-ALCOHOL-IP-13877,alphanumeric,47°, 56°
142789,MELTING RANGE,CETYL-ALCOHOL-GENERAL-13883,alphanumeric,45.0?C , 50.0°C
142800,MELTING RANGE,CETYL-ALCOHOL-IP-13884,alphanumeric,46°, 52°
43025,<p>Agaric Acid (ppm)</p>,CHAKKI-ATTA-NABL-4627,na,NULL,MAX. 10 µg/Kg
43026,<p>Hydrocyanic Acid (ppm)</p>,CHAKKI-ATTA-NABL-4627,na,NULL,MAX. 5.0  µg/Kg
43027,<p>Hypericine (ppm)</p>,CHAKKI-ATTA-NABL-4627,na,NULL,MAX. 1.0  µg/Kg
43028,<p>Saffrole (ppm)</p>,CHAKKI-ATTA-NABL-4627,na,NULL,MAX. 10.0  µg/Kg
142899,<p>SPECIFIC OPTICAL ROTATION</p>,CHLORAMPHENICOL-CAPSULE-IP-13893,alphanumeric,+17.0°, +20.0°
142878,<p>SPECIFIC OPTICAL ROTATION</p>,CHLORAMPHENICOL-IP-13891,alphanumeric,+17.0°, +20.0°
143097,<p>IDENTIFICATION B</p>,CHLOROCRESOL-IP-13916,alphanumeric,85? , 88°
143149,BOILING RANGE,CHLOROFORM-(RS)-ARISTO-IP-13921,alphanumeric,NMT-5.0%V/V DISTILS BETWEEN 60°, 62°
143109,BOILING RANGE,CHLOROFORM-IP-13918,alphanumeric,NLT-95%V/V BLOW 60°, 62°
143240,OPTICAL ROTATION,CHLORPHENIRAMINE-MALEATE-BP-13932,alphanumeric,-0.10°, +0.10°
143227,IDENTIFICATION D,CHLORPHENIRAMINE-MALEATE-IP-13931,alphanumeric,+196°, +200°
66672,<p>Flash Point (Abel)</p>,CHLORPYRIFOS-50%-+-CYPERMETHRIN-5%-NABL-6094,na,NULL,24.5°C
143386,MELTING RANGE,CHLORZOXAZONE-(ARISTO)-USP-13946,alphanumeric,189°, 194°
143371,MELTING RANGE,CHLORZOXAZONE-USP-13945,alphanumeric,189°, 194°
143404,<p>SPECIFIC OPTICAL ROTATION</p>,CHOLECALCIFEROL-IP-13948,alphanumeric,+105°, +112°
143435,"-1,4-DIOXANE",CHOLINE-BITARTRATE-USP-13953,alphanumeric,NMT,10 µg/g
143437,METHANOL,CHOLINE-BITARTRATE-USP-13953,alphanumeric,NMT,300°µg/g
143436,ETHYLENE GLYCOL,CHOLINE-BITARTRATE-USP-13953,alphanumeric,NMT,620µg/g
143442,LIMIT OF TOTAL AMINE,CHOLINE-BITARTRATE-USP-13953,alphanumeric,NMT,10 µg/mg
143446,<p>SPECIFIC OPTICAL ROTATION</p>,CHOLINE-BITARTRATE-USP-13953,alphanumeric,+17.5° , 18.5°
143465,<p>SPECIFIC OPTICAL ROTATION</p>,CHONDROITIN-SULPHATE-SODIUM-USP-13955,alphanumeric,-20.0°, -30.0°
143610,<p>SPECIFIC OPTICAL ROTATION</p>,CICLESONIDE-IP-13970,alphanumeric,+90.0°, 98.0°
143654,MELTING POINT,CILNIDIPINE-GENERAL-13975,alphanumeric,108°, 113°C
143700,IDENTIFICATION B (PLASH POINT),CINNAMON-BARK-OIL-(DAALCHINI-KA-TEL)-IP-13981,alphanumeric,NLT,70.0°
143703,OPTICAL ROTATION,CINNAMON-BARK-OIL-(DAALCHINI-KA-TEL)-IP-13981,alphanumeric,-2.0°, +1.0°
143716,IDENTIFICATION B (PLASH POINT),CINNAMON-LEAF-OIL-IP-13982,alphanumeric,NLT,60.0°
143740,<p>IDENTIFICATION A</p>,CINNARIZINE-BP-13984,alphanumeric,118°C , 122°C
143847,HARDNESS,CIPROFLOXACIN-&-TINIDAZOLE-TABLET-(KWALITY)-GENERAL-13993,alphanumeric,NLT,8.0 KG/CM²
143848,MICROBIAL TEST (TVC),CIPROFLOXACIN-&-TINIDAZOLE-TABLET-(KWALITY)-GENERAL-13993,alphanumeric,NMT,10°CFU/GM
144024,HARDNESS,CIPROFLOXACIN-TABLET-(KWALITY)-IP-14009,na,NULL,NLT 8.0 KG/CM²
144027,MICROBIAL LIMIT (TVC),CIPROFLOXACIN-TABLET-(KWALITY)-IP-14009,na,NULL,NMT 10°CFU/GM
144032,BREADTH,CIPROFLOXACIN-TABLET-(KWALITY)-USP-14010,na,NULL,8.11 MM ±3%
144038,HARDNESS,CIPROFLOXACIN-TABLET-(KWALITY)-USP-14010,na,NULL,NLT 2.0 KG/CM²
144033,HEIGHT,CIPROFLOXACIN-TABLET-(KWALITY)-USP-14010,na,NULL,5.54 MM ±3%
144031,LENGTH,CIPROFLOXACIN-TABLET-(KWALITY)-USP-14010,na,NULL,16.5 MM ±3%
144201,OPTICAL ROTATION,CITRONELLA-OIL-BP-14028,alphanumeric,-4.0°, +1.5°
144222,<p>SPECIFIC OPTICAL ROTATION</p>,CLARITHROMYCIN-IP-14030,alphanumeric,-94°  , -102°
144263,HARDNESS,CLARITHROMYCIN-TABLET-(LA-CHEMICO)-IP-14033,alphanumeric,NLT,4.0 KG/CM²
144264,<p>UNIFORMITY OF WEIGHT</p>,CLARITHROMYCIN-TABLET-(LA-CHEMICO)-IP-14033,na,NULL,[± 5% OF AVERAGE WT.]
144237,HEAVY METALS,CLARITHROMYCIN-USP-14031,alphanumeric,NMT,20 µg/gm
144345,<p>SPECIFIC OPTICAL ROTATION</p>,CLINDAMYCIN-HYDROCHLORIDE-IP-14041,alphanumeric,+135°, +150°
144397,<p>SPECIFIC OPTICAL ROTATION</p>,CLINDAMYCIN-PHOSPHATE-IP-14045,alphanumeric,+115°, +130°
144425,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN-PHOSPHATE-USP-14046,alphanumeric,NLT,758 µg/mg (ON ANHYDROUS BASIS)
144485,AVERAGE WEIGHT OF 5 CONTAINERS,CLOBETASOL-CREAM-(KWALITY)-BP-14054,na,NULL,15.0 GM ± 9%
144526,<p>SPECIFIC OPTICAL ROTATION</p>,CLOBETASOL-PROPIONATE-BP-14057,alphanumeric,+112°, +118°
144505,<p>SPECIFIC OPTICAL ROTATION</p>,CLOBETASOL-PROPIONATE-IP-14055,alphanumeric,+112°, +118°
144517,MELTING RANGE,CLOBETASOL-PROPIONATE-USP-14056,alphanumeric,ABOUT,196°
144518,OPTICAL ROTATION,CLOBETASOL-PROPIONATE-USP-14056,alphanumeric,+98°, +104°
55707,Clodinafop Propargyl content (% by mass),CLODINAFOP-PROPARGYL-15%-+-METSULFURON-METHYL-1%-WP-FSSAI-5317,na,NULL,15±5% of the declared value 
49410,Clodinafop Propargyl content (% by mass),CLODINAFOP-PROPARGYL-15%-WP-FSSAI-4955,na,NULL,15±5% of the nominal value
144887,AVERAGE WEIGHT OF 5 CONTAINERS,CLOTRIMAZOLE-CREAM-(KWALITY)-IP-14089,na,NULL,15.0 GM ± 9%
144980,<p>AVERAGE WEIGHT</p>,CLOTRIMAZOLE-VAGINAL-TABLET-(KWALITY)-IP-14099,na,NULL,1.0 GM ± 5%
144985,HARDNESS,CLOTRIMAZOLE-VAGINAL-TABLET-(KWALITY)-IP-14099,na,NULL,NLT 8.0 KG/CM²
43272,<p>Flash Point (&deg;C)</p>,CLOVE-BUD-OIL-IP--NABL-4635,na,NULL,110°C to 114°C
145460,"-1,4-DIOXANE",COLLOIDAL-SILICON-DIOXIDE-(ARISTO)-USP-14147,alphanumeric,NMT,380 µg/g
145459,CHLOROFORM,COLLOIDAL-SILICON-DIOXIDE-(ARISTO)-USP-14147,alphanumeric,NMT,60 µg/g
145462,TRICHLOROETHYLENE,COLLOIDAL-SILICON-DIOXIDE-(ARISTO)-USP-14147,alphanumeric,NMT,80 µg/g
145458,BENZENE,COLLOIDAL-SILICON-DIOXIDE-(ARISTO)-USP-14147,alphanumeric,NMT,2 µg/g
145461,<p>METHYLENE CHLORIDE</p>,COLLOIDAL-SILICON-DIOXIDE-(ARISTO)-USP-14147,alphanumeric,NMT,60 µg/g
145544,ARSENIC,COLOUR-IRON-OXIDE-RED-USNF-USP-14158,alphanumeric,NMT,3.0 µg/gm
145543,LEAD,COLOUR-IRON-OXIDE-RED-USNF-USP-14158,alphanumeric,NMT,3.0 µg/gm
145545,MERCURY,COLOUR-IRON-OXIDE-RED-USNF-USP-14158,alphanumeric,NMT,3.0 µg/gm
145550,LIMIT OF ARSENIC,COLOUR-IRON-OXIDE-YELLOW-USP-14159,alphanumeric,NMT,3 µg/g
145549,MERCURY,COLOUR-IRON-OXIDE-YELLOW-USP-14159,alphanumeric,NMT,3 µg/g
145867,LIMIT OF IRON,CORN-STARCH-USP-14190,alphanumeric,NMT,10 µg/g
145869,LIMIT OF SULFUR DIOXIDE,CORN-STARCH-USP-14190,alphanumeric,NMT,50 µg/g
146221,<p>1-BENZENE</p>,CROSS-CARMELLOSE-SODIUM-(ARISTO)-USP-14229,alphanumeric,NMT,NMT-2 µg/g
146222,2-CHLOROFORM,CROSS-CARMELLOSE-SODIUM-(ARISTO)-USP-14229,alphanumeric,NMT,60 µg/g
146223,"3-1,4-DIOXANE",CROSS-CARMELLOSE-SODIUM-(ARISTO)-USP-14229,alphanumeric,NMT,380 µg/g
146224,4-METHYLENE CHLORIDE,CROSS-CARMELLOSE-SODIUM-(ARISTO)-USP-14229,alphanumeric,NMT,NMT-600 µg/g
146225,5-TRICHLOROETHYLENE,CROSS-CARMELLOSE-SODIUM-(ARISTO)-USP-14229,alphanumeric,NMT,NMT-80 µg/g
146237,<p>1-BENZENE</p>,CROSS-CARMELLOSE-SODIUM-(KABI)-USP-14230,alphanumeric,NMT,NMT-2 µg/g
146238,2-CHLOROFORM,CROSS-CARMELLOSE-SODIUM-(KABI)-USP-14230,alphanumeric,NMT,60 µg/g
146239,"3-1,4-DIOXANE",CROSS-CARMELLOSE-SODIUM-(KABI)-USP-14230,alphanumeric,NMT,380 µg/g
146240,4-METHYLENE CHLORIDE,CROSS-CARMELLOSE-SODIUM-(KABI)-USP-14230,alphanumeric,NMT,NMT-600 µg/g
146241,5-TRICHLOROETHYLENE,CROSS-CARMELLOSE-SODIUM-(KABI)-USP-14230,alphanumeric,NMT,NMT-80 µg/g
146202,<p>1-BENZENE</p>,CROSS-CARMELLOSE-SODIUM-USP-14228,alphanumeric,NMT,NMT-2 µg/g
146203,2-CHLOROFORM,CROSS-CARMELLOSE-SODIUM-USP-14228,alphanumeric,NMT,60 µg/g
146204,"3-1,4-DIOXANE",CROSS-CARMELLOSE-SODIUM-USP-14228,alphanumeric,NMT,380 µg/g
146205,4-METHYLENE CHLORIDE,CROSS-CARMELLOSE-SODIUM-USP-14228,alphanumeric,NMT,NMT-600 µg/g
146206,5-TRICHLOROETHYLENE,CROSS-CARMELLOSE-SODIUM-USP-14228,alphanumeric,NMT,NMT-80 µg/g
44531,Cyfluthrin Content (% by mass),CYFLUTHRIN-10%-WP-(IS:14158-1994)-NABL-4698,na,NULL,NMT-2 µg/g
61666,<p>Flash Point (Abel)</p>,CYPHENOTHRIN-5%-EC-FSSAI-5741,na,NULL,24.5°C
146507,<p>SPECIFIC OPTICAL ROTATION</p>,CYPROTERONE-ACETATE-IP-14257,na,NULL, +157°
147454,IDENTIFICATION- B (OPTICAL ROTATION) (D ISOMER),D-ALPHA-TOCOPHEROL-(VITAMIN-E)-USP-14351,alphanumeric,NLT, +24°
150166,<p>SPECIFIC OPTICAL ROTATION</p>,D-PANTHENOL-(SPB-LABS)-IP-14613,na,NULL,28.2° TO +30.2°
150176,<p>SPECIFIC OPTICAL ROTATION</p>,D-PANTHENOL-(VOWCARE)-IP-14614,na,NULL,28.2° TO +30.2°
150144,<p>SPECIFIC OPTICAL ROTATION</p>,D-PANTHENOL-IP-14611,na,NULL,28.2° TO +30.2°
150156,MELTING RANGE,D-PANTHENOL-USP-14612,na,NULL,64.5° to 68.5°
150157,OPTICAL ROTATION,D-PANTHENOL-USP-14612,alphanumeric,-0.05°, +0.05°
146544,CONDUCTIVITY,D.M.-WATER-(BAN-LAB)-IP-14261,na,NULL,MAX. 5.0 µs/cm
147533,<p>SPECIFIC OPTICAL ROTATION</p>,DEFLAZACORT-GENERAL-14363,alphanumeric,+150°, +165°
147548,DIMENSION,DEFLAZACORT-TABLET-(THEON)-GENERAL-14365,na,NULL,8.00 MM ±2 MM
147555,HARDNESS,DEFLAZACORT-TABLET-(THEON)-GENERAL-14365,alphanumeric,NLT,NLT-3.0 KG/CM²
147549,THICKNESS,DEFLAZACORT-TABLET-(THEON)-GENERAL-14365,na,NULL,3.50 MM ±0.3 MM
147665,LIMIT OF ANTIMONY,DESFLURANE-[2078][AML]-USP-14376,na,NULL,NMT 3 µg/gM
147688,<p>SPECIFIC OPTICAL ROTATION</p>,DESOGESTREL-BP-14378,na,NULL,+53° TO +57°
147753,<p>SPECIFIC OPTICAL ROTATION</p>,DEXAMETHASONE-IP-14384,alphanumeric,+75.0°, +80.0°
147791,<p>SPECIFIC OPTICAL ROTATION</p>,DEXAMETHASONE-SODIUM-PHOSPHATE-IP-14387,alphanumeric,+75.0°, +83.0°
147867,<p>SPECIFIC OPTICAL ROTATION</p>,DEXCHLORPHENIRAMINE-MALEATE-BP-14393,alphanumeric,+22.0°, +25.0°
147855,<p>SPECIFIC OPTICAL ROTATION</p>,DEXCHLORPHENIRAMINE-MALEATE-IP-14392,alphanumeric,+22.0°, +23.0°
147975,<p>SPECIFIC OPTICAL ROTATION</p>,DEXTROMETHORPHAN-HYDROBROMIDE-IP-14401,alphanumeric,+28.0°, +30.0°
148119,<p>AVERAGE WEIGHT</p>,"DIAREX-VET-BOLUS-(HIMALAYA,-BANGALORE)-GENERAL-14414",na,NULL,6 G ± 2%
148121,HARDNESS,"DIAREX-VET-BOLUS-(HIMALAYA,-BANGALORE)-GENERAL-14414",alphanumeric,NLT,10.0 KG/CM²
148250,ARSENIC,DIBASIC-CALCIUM-PHOSPHATE-DIHYDRATE-USP-14425,alphanumeric,NLT,3.0 µg/g
55722,<p>Flash Point (Abel)</p>,DICHLORVOS-76%-EC-(IS:-5277-1978)-FSSAI-5320,na,NULL,Above 24.5°C
148397,AVERAGE VOLUME OF 5 CONTAINERS,DICLOFENAC-GEL-(KWALITY)-BP-14437,na,NULL,15.0 GM ± 9%
148405,MICROBIAL TEST (TVC),DICLOFENAC-GEL-(KWALITY)-BP-14437,alphanumeric,NMT,10°CFU/GM
148617,<p>SPECIFIC OPTICAL ROTATION</p>,DICLOXACILLIN-SODIUM-IP-14457,alphanumeric,+128°, + 143°
148664,HARDNESS,DICYCLOMINE-HCL.-TABLET-(KWALITY)-IP-14462,na,NULL,NLT 3.0 KG/CM²
148668,MICROBIAL LIMIT (TVC),DICYCLOMINE-HCL.-TABLET-(KWALITY)-IP-14462,na,NULL,NMT 10°CFU/GM
148736,MICROBIAL LIMITS,DICYCLOMINE-ORAL-SUSPENSION-(KWALITY)-GENERAL-14469,na,NULL,NMT 10°CFU/GM
148752,VISCOSITY,DIETHANOL-AMINE-LAURYL-SULPHATE-(D.E.L.S.)-GENERAL-14471,alphanumeric,VISCOSITY AT 25°C BY MULTIPLYING READING BY 10°, GET VISCOSITY IN CPS
148820,HARDNESS IN KG/CM²,DIETHYLCARBAMAZINE-TABLET-(LA-CHEMICO)-IP-14478,na,NULL,NLT 3.0 KG/CM²
148849,MELTING POINT,DIETHYLSTILBESTROL-GENERAL-14481,alphanumeric,169°, 172°C
41037,Diflubenzuron content (% by mass),DIFLUBENZURON-25%-WP-(IS:14186:1994)-NABL-4518,na,NULL,25±5% of the nominal value 
148872,<p>SPECIFIC OPTICAL ROTATION</p>,DIGOXIN-IP-14484,alphanumeric,+10.0°, +13.0°
148902,HARDNESS,DIGOXIN-TABLET-(SAMAR)-IP-14486,alphanumeric,NLT,3.0 KG/CM²
148914,HARDNESS,DIGOXIN-TABLET-(SAMARTH)-IP-14487,alphanumeric,NLT,3.0 KG/CM²
148947,DIAMETER,DILTIAZEM-HCL.-TABLET-(KWALITY)-USP-14491,na,NULL,8.0°MM ±3%
148959,MICROBIAL TEST (TVC),DILTIAZEM-HCL.-TABLET-(KWALITY)-USP-14491,na,NULL,NMT 10°CFU/GM
148948,THICKNESS,DILTIAZEM-HCL.-TABLET-(KWALITY)-USP-14491,na,NULL,3.83 MM ±3%
148992,<p>IDENTIFICATION A</p>,DIMENHYDRINATE-BP-14496,alphanumeric,102°, 106°
56473,Boiling Point ,DIMETHYLACETAMIDE--NABL-5381,na,NULL,About 165°C
149054,BOILING POINT,DIMETHYLACETAMIDE-(KABI)-GENERAL-14504,alphanumeric,ABOUT,165°C
149319,CONDUCTIVITY,DISTILLED-WATER-IP-14533,alphanumeric,NLT,4.0 µmhos/cm
149463,OPTICAL ROTATION,DOBUTAMINE-HYDROCHLORIDE-IP-14547,alphanumeric,-0.05°, +0.05°
149767,HARDNESS,"DOMPERIDONE-TABLET-(ADROIT,-NAGPUR)-IP-14576",alphanumeric,2, 6.000°KG/CM²
149796,HARDNESS IN KG/CM²,DOMPERIDONE-TABLET-(LA-CHEMICO)-IP-14578,alphanumeric,NLT,4.0 KG/CM²
149886,HEAVY METALS,DOSHION-P544D(POLACRILLIN-POTASSIUM-USP)-USP-14587,alphanumeric,NMT,20 µg/g
150073,<p>SPECIFIC OPTICAL ROTATION</p>,DOXYCYCLINE-HYDROCHLORIDE-IP-14605,alphanumeric,-105°, -120°
150130,DOXYCYCLINE MONOHYDRATE,DOXYCYCLINE-MONOHYDRATE-USP-14609,alphanumeric,880, 980 µg/mg (ON ANHYDROUS BASIS)
150246,<p>AVERAGE WEIGHT</p>,"DROSPIRENONE-&-ETHINYLOESTRADIOL-TABLET-(ACCENT-PHARMA,-SOLAN)-GENERAL-14621",na,NULL,80.0 MG ± 2%
150249,HARDNESS,"DROSPIRENONE-&-ETHINYLOESTRADIOL-TABLET-(ACCENT-PHARMA,-SOLAN)-GENERAL-14621",na,NULL,NLT 3.0 KG/CM²
150248,THICKNESS,"DROSPIRENONE-&-ETHINYLOESTRADIOL-TABLET-(ACCENT-PHARMA,-SOLAN)-GENERAL-14621",na,NULL,2.8 ± 0.2 MM
150247,<p>UNIFORMITY OF WEIGHT</p>,"DROSPIRENONE-&-ETHINYLOESTRADIOL-TABLET-(ACCENT-PHARMA,-SOLAN)-GENERAL-14621",na,NULL,± 7.5% OF AVERAGE WEIGHT
197694,<p>AVERAGE WEIGHT</p>,DROSPIRENONE-&-ETHINYLOESTRADIOL-TABLET-(ACCENT-PHARMA)-USP-18900,na,NULL,80.0 MG ± 2%
197695,<p>UNIFORMITY OF WEIGHT</p>,DROSPIRENONE-&-ETHINYLOESTRADIOL-TABLET-(ACCENT-PHARMA)-USP-18900,na,NULL,± 7.5% OF AVERAGE WEIGHT
150257,MELTING POINT,DROTAVERINE-HYDROCHLORIDE-GENERAL-14622,alphanumeric,205, 215°C
150337,HARDNESS,DURON-100-TABLET-(SAMARTH)-IP-14632,alphanumeric,NLT,3.0 KG/CM²
150349,HARDNESS,DURON-200-TABLET-(SAMARTH)-IP-14633,alphanumeric,NLT,3.0 KG/CM²
150906,WEIGHT OF ADHESIVE MASS,ELASTIC-ADHESIVE-BANDAGE-BP-[10490][ASL]-BP-14692,alphanumeric,[NLT,120 GM/M²]
